"United Kingdom","20120424 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","-0.300  %","-0.900  %","2"
"Finland","20120424 06:00:00","Producer Price Index (YoY)","","","2.200  %","1"
"Switzerland","20120424 06:00:00","Trade Balance",""," 1.990 "," 2.677 ","2"
"Switzerland","20120424 06:00:00","UBS Consumption Indicator","",""," 0.870 ","2"
"Finland","20120424 06:00:00","Unemployment Rate","","","7.400  %","1"
"France","20120424 06:45:00","Consumer Confidence","",""," 87.000 ","1"
"Hungary","20120424 07:00:00","Retail Sales (YoY)","","","0.600  %","1"
"Sweden","20120424 07:30:00","Unemployment Rate","","","7.800  %","1"
"United Kingdom","20120424 08:30:00","Public Sector Net Borrowing","","£ 14.200 ","£ 12.909 ","2"
"Italy","20120424 09:00:00","Wage Inflation (MoM)","","","0.000  %","1"
"Italy","20120424 09:00:00","Wage Inflation (YoY)","","","1.400  %","1"
"Turkey","20120424 11:30:00","Capacity Utilization","","","73.100  %","1"
"Turkey","20120424 11:30:00","Manufacturing Confidence","",""," 112.900 ","1"
"Brazil","20120424 12:00:00","Mid-month Inflation","","","0.250  %","1"
"Canada","20120424 12:30:00","Retail Sales (MoM)","","0.000  %","0.500  %","2"
"Canada","20120424 12:30:00","Retail Sales ex Autos (MoM)","","0.400  %","-0.500  %","1"
"Mexico","20120424 13:00:00","1st half-month Core Inflation","","","0.160  %","1"
"Mexico","20120424 13:00:00","1st half-month Inflation","","","0.050  %","1"
"Belgium","20120424 13:00:00","Leading Indicator","",""," -9.600 ","1"
"Hungary","20120424 13:00:00","MNB Interest Rate Decision","","","7.000  %","1"
"United States","20120424 13:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","-3.400  %","-3.800  %","1"
"Brazil","20120424 13:30:00","Current Account","","","$ -1.766 ","1"
"United States","20120424 14:00:00","Consumer Confidence",""," 70.300 "," 70.200 ","2"
"United States","20120424 14:00:00","Housing Price Index (MoM)","","0.100  %","0.000  %","1"
"United States","20120424 14:00:00","New Home Sales",""," 0.320 "," 0.313 ","2"
"United States","20120424 14:00:00","New Home Sales (MoM)","","2.200  %","-1.600  %","2"
"United States","20120424 14:00:00","Richmond Fed Manufacturing Index",""," 6.000 "," 7.000 ","1"
"Korea Republic of","20120424 21:00:00","Consumer Sentiment Index","",""," 101.000 ","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20120425 n/a:00","ANZAC Day","","","","0"
"United Kingdom","20120425 00:00:00","Nationwide Consumer Confidence",""," 42.000 "," 44.000 ","2"
"Japan","20120425 06:00:00","Machine Tool Orders (YoY)","","","-8.400  %","2"
"Slovakia","20120425 08:00:00","Current Account Balance EUR","","","€ 16.000 ","1"
"Turkey","20120425 08:00:00","Foreign Arrivals","","","-7.590  %","1"
"Poland","20120425 08:00:00","Retail Sales (YoY)","","","13.700  %","1"
"Poland","20120425 08:00:00","Unemployment (MoM)","","","13.500  %","1"
"United Kingdom","20120425 08:30:00","Gross Domestic Product (QoQ)","","0.100  %","-0.300  %","3"
"United Kingdom","20120425 08:30:00","Gross Domestic Product (YoY)","","0.300  %","0.500  %","3"
"United Kingdom","20120425 08:30:00","Index of Services (3M/3M)","","0.600  %","0.300  %","1"
"United Kingdom","20120425 10:00:00","CBI Industrial Trends Survey - Orders (MoM)","","-6.000  %","-8.000  %","1"
"United States","20120425 11:00:00","MBA Mortgage Applications","","","6.900  %","1"
"United States","20120425 12:30:00","Durable Goods Orders","","-1.500  %","2.200  %","2"
"United States","20120425 12:30:00","Durable Goods Orders ex Transportation","","0.600  %","1.600  %","2"
"United States","20120425 14:30:00","EIA Crude Oil Stocks change",""," 2.925 "," 3.856 ","1"
"United States","20120425 16:30:00","Fed Interest Rate Decision","","0.250  %","0.250  %","3"
"United States","20120425 18:15:00","Fed's Press Conference","","","","3"
"New Zealand","20120425 21:00:00","RBNZ Interest Rate Decision","","2.500  %","2.500  %","3"
"Korea Republic of","20120425 23:00:00","Gross Domestic Product Growth ","","","0.300  %","1"
"Korea Republic of","20120425 23:00:00","Gross Domestic Product Growth (YoY)","","","3.300  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20120426 00:00:00","Central Bank Reserves $","","","$ 518.800 ","1"
"Australia","20120426 00:00:00","Conference Board Australia Leading Index","0.000  %","","1.100  %","2"
"Japan","20120426 04:30:00","All Industry Activity Index (MoM)","","-0.200  %","-1.000  %","2"
"Finland","20120426 06:00:00","Consumer Confidence","",""," 8.000 ","1"
"Finland","20120426 06:00:00","Industrial Confidence","",""," -4.000 ","1"
"Denmark","20120426 07:00:00","Unemployment Rate","","","4.200  %","1"
"Sweden","20120426 07:15:00","Consumer Confidence (MoM)","",""," 0.000 ","1"
"Sweden","20120426 07:30:00","Producer Price Index (MoM)","","","0.400  %","1"
"Sweden","20120426 07:30:00","Producer Price Index (YoY)","","","0.500  %","1"
"Italy","20120426 08:00:00","Business Confidence","",""," 92.100 ","1"
"Norway","20120426 08:00:00","Registered Unemployment n.s.a","","","2.600  %","1"
"Norway","20120426 08:00:00","Registered Unemployment s.a","",""," 81.605 ","1"
"United Kingdom","20120426 08:30:00","BBA Mortgage Approvals",""," 34.300 "," 33.100 ","2"
"Portugal","20120426 09:00:00","Business Confidence","",""," -4.800 ","1"
"European Monetary Union","20120426 09:00:00","Consumer Confidence",""," -19.800 "," -19.100 ","2"
"Portugal","20120426 09:00:00","Consumer Confidence","",""," -54.500 ","1"
"European Monetary Union","20120426 09:00:00","Economic Confidence",""," 94.200 "," 94.400 ","2"
"European Monetary Union","20120426 09:00:00","Industrial Confidence",""," -7.000 "," -7.200 ","2"
"Belgium","20120426 09:30:00","Consumer Price Index (MoM)","","","0.220  %","1"
"Belgium","20120426 09:30:00","Consumer Price Index (YoY)","","","3.370  %","1"
"South Africa","20120426 09:30:00","Producer Price Index (MoM)","","","0.900  %","1"
"South Africa","20120426 09:30:00","Producer Price Index (YoY)","","","8.300  %","1"
"United Kingdom","20120426 10:00:00","CBI Distributive Trades Survey - Realized (MoM)","","-4.000  %","0.000  %","1"
"Brazil","20120426 12:00:00","Unemployment Rate","","","5.700  %","1"
"Germany","20120426 12:30:00","Consumer Price Index (YoY)","","2.000  %","2.100  %","3"
"Germany","20120426 12:30:00","Consumer Price Index (MoM)","","0.100  %","0.300  %","2"
"United States","20120426 12:30:00","Initial Jobless Claims",""," 375.000 "," 386.000 ","1"
"United States","20120426 12:30:00","Continuing Jobless Claims",""," 3.295 "," 3.297 ","1"
"United States","20120426 14:00:00","Pending Home Sales (MoM)","","1.000  %","-0.500  %","1"
"Korea Republic of","20120426 23:00:00","Current Account Balance","",""," 4.100 ","1"
"United Kingdom","20120426 23:01:00","Gfk Consumer Confidence",""," -30.000 "," -31.000 ","2"
"Japan","20120426 23:30:00","National Consumer Price Index (YoY)","","0.400  %","0.300  %","2"
"Japan","20120426 23:30:00","National CPI Ex Food, Energy (YoY)","","-0.500  %","-0.600  %","1"
"Japan","20120426 23:30:00","National CPI Ex-Fresh Food (YoY)","","0.100  %","0.100  %","1"
"Japan","20120426 23:30:00","Tokyo Consumer Price Index (YoY)","","-0.100  %","-0.100  %","1"
"Japan","20120426 23:30:00","Tokyo CPI ex Food, Energy (YoY)","","-0.900  %","-1.000  %","1"
"Japan","20120426 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","-0.300  %","-0.300  %","1"
"Japan","20120426 23:30:00","Overall Household Spending (YoY)","","4.200  %","2.300  %","2"
"Japan","20120426 23:30:00","Unemployment Rate","","4.500  %","4.500  %","2"
"Japan","20120426 23:50:00","Industrial Production (YoY)","","15.500  %","1.500  %","2"
"Japan","20120426 23:50:00","Industrial Production (MoM)","","2.400  %","-1.600  %","1"
"Japan","20120426 23:50:00","Retail Trade (YoY)","","9.800  %","3.500  %","2"
"Japan","20120426 23:50:00","Large Retailer's Sales","","7.200  %","0.200  %","2"
"Japan","20120426 23:50:00","Retail Trade s.a (MoM)","","-0.500  %","2.000  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20120427 01:00:00","HIA New Home Sales (MoM)","","","3.000  %","2"
"Japan","20120427 03:30:00","BoJ Interest Rate Decision","","0.100  %","0.100  %","3"
"Japan","20120427 05:00:00","Housing Starts (YoY)","","8.100  %","7.500  %","2"
"Japan","20120427 05:00:00","Annualized Housing Starts",""," 0.875 "," 0.845 ","2"
"Japan","20120427 05:00:00","Construction Orders (YoY)","","","-1.800  %","1"
"Germany","20120427 06:00:00","Gfk Consumer Confidence Survey",""," 5.900 "," 5.900 ","2"
"United Kingdom","20120427 06:00:00","Nationwide Housing Prices s.a (MoM)","","0.500  %","-1.000  %","2"
"United Kingdom","20120427 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","-0.300  %","-0.900  %","2"
"France","20120427 06:45:00","Consumer Spending (MoM)","","","3.000  %","1"
"France","20120427 06:45:00","Producer Prices (MoM)","","","0.800  %","1"
"Spain","20120427 07:00:00","HICP (YoY)","","","1.800  %","1"
"Denmark","20120427 07:00:00","Industrial Outlook","",""," 2.000 ","1"
"Spain","20120427 07:00:00","Retail Sales (YoY)","","","€ -6.400 ","1"
"Hungary","20120427 07:00:00","Unemployment Rate (3M)","","","11.600  %","1"
"Spain","20120427 07:00:00","Unemployment Survey","",""," 22.900 ","1"
"Sweden","20120427 07:30:00","Retail Sales (MoM)","","","1.200  %","1"
"Sweden","20120427 07:30:00","Retail Sales (YoY)","","","3.400  %","1"
"Norway","20120427 08:00:00","Retail Sales ","","","1.000  %","1"
"Italy","20120427 08:00:00","Retail Sales n.s.a (YoY)","","","0.800  %","1"
"Italy","20120427 08:00:00","Retail Sales s.a. (MoM)","","","0.700  %","1"
"Iceland","20120427 09:00:00","Consumer Price Index (MoM)","","","1.000  %","1"
"Iceland","20120427 09:00:00","Consumer Price Index (YoY)","","","6.400  %","1"
"Switzerland","20120427 09:00:00","KOF Leading Indicator",""," 0.260 "," 0.080 ","2"
"Greece","20120427 09:00:00","Producer Price Index (YoY)","","","6.800  %","1"
"Ireland","20120427 10:00:00","Retail Sales (MoM)","","","-0.300  %","1"
"Ireland","20120427 10:00:00","Retail Sales (YoY)","","","-1.900  %","1"
"Brazil","20120427 11:00:00","Inflation Index/IGP-M","","","0.560  %","1"
"India","20120427 11:30:00","FX Reserves, USD","","","$ 293.141 ","1"
"Canada","20120427 12:25:00","BoC Governor Mark Carney Speech","","","","2"
"United States","20120427 12:30:00","Gross Domestic Product Annualized","","2.500  %","3.000  %","3"
"United States","20120427 12:30:00","Gross Domestic Purchases Price Index","","2.300  %","0.900  %","3"
"United States","20120427 12:30:00","Real Personal Consumption Expenditures (QoQ)","","2.100  %","1.300  %","3"
"Mexico","20120427 13:00:00","Trade Balance s/a, $","","","$ 0.251 ","1"
"Mexico","20120427 13:00:00","Trade Balance, $","","","$ 0.442 ","1"
"Brazil","20120427 13:30:00","Nominal Budget Balance","",""," -8.755 ","1"
"Brazil","20120427 13:30:00","Primary Budget Surplus","",""," 9.514 ","1"
"United States","20120427 13:55:00","Reuters/Michigan Consumer Sentiment Index",""," 75.900 "," 76.200 ","3"
"Mexico","20120427 14:00:00","Central Bank Interest Rate","","","4.500  %","1"
"country","date","name","actual","consensus","previous","volatility"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20120429 n/a:00","Showa Day","","","","0"
"Korea Republic of","20120429 21:00:00","BOK Manufacturing BSI","",""," 84.000 ","1"
"New Zealand","20120429 22:45:00","Building Permits s.a. (MoM)","","","-6.700  %","1"
"New Zealand","20120429 22:45:00","Trade Balance",""," 420.000 "," 161.000 ","2"
"Korea Republic of","20120429 23:00:00","Industrial Output (YoY)","","","14.400  %","1"
"Korea Republic of","20120429 23:00:00","Industrial Output Growth","","","0.800  %","1"
"Korea Republic of","20120429 23:00:00","Service Sector Output","","","0.900  %","1"
"Japan","20120429 23:15:00","Nomura/ JMMA Manufacturing Purchasing Manager Index","",""," 51.100 ","2"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20120430 00:30:00","TD Securities Inflation (YoY)","","","1.800  %","2"
"Australia","20120430 00:30:00","TD Securities Inflation (MoM)","","","0.500  %","1"
"Australia","20120430 01:30:00","Private Sector Credit (MoM)","","0.300  %","0.400  %","2"
"Australia","20120430 01:30:00","Private Sector Credit (YoY)","","3.200  %","3.500  %","2"
"New Zealand","20120430 03:00:00","M3 Money Supply (YoY)","","","5.400  %","1"
"South Africa","20120430 06:00:00","M3 Money Supply (YoY)","","","5.890  %","1"
"Germany","20120430 06:00:00","Retail Sales (MoM)","","","-1.100  %","2"
"Germany","20120430 06:00:00","Retail Sales (YoY)","","","1.700  %","2"
"India","20120430 06:30:00","Infrastructure Output (YoY)","","","0.500  %","1"
"Spain","20120430 07:00:00","Current Account Balance","","","€ -3.600 ","1"
"Spain","20120430 07:00:00","Gross Domestic Product - Estimated (QoQ)","",""," -0.300 ","1"
"Spain","20120430 07:00:00","Gross Domestic Product - Estimated (YoY)","",""," 0.300 ","1"
"Turkey","20120430 07:00:00","Trade Balance","",""," -5.940 ","1"
"Czech Republic","20120430 08:00:00","M2 Money Supply (YoY)","","","6.800  %","1"
"European Monetary Union","20120430 08:00:00","M3 Money Supply (3m)","","2.700  %","2.300  %","1"
"European Monetary Union","20120430 08:00:00","M3 Money Supply (YoY)","","2.800  %","2.800  %","1"
"Austria","20120430 08:00:00","Producer Price Index (MoM)","",""," 0.700 ","1"
"Austria","20120430 08:00:00","Producer Price Index (YoY)","",""," 2.100 ","1"
"Italy","20120430 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","3.800  %","1"
"Italy","20120430 09:00:00","Consumer Price Index (MoM)","","","0.500  %","1"
"European Monetary Union","20120430 09:00:00","Consumer Price Index (YoY)","","","2.700  %","2"
"Italy","20120430 09:00:00","Consumer Price Index (YoY)","","","3.300  %","2"
"Greece","20120430 09:00:00","Retail Sales (YoY)","","","-10.300  %","1"
"South Africa","20120430 12:00:00","Trade Balance (in Rands)","",""," -7.500 ","1"
"United States","20120430 12:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","0.200  %","0.100  %","2"
"United States","20120430 12:30:00","Core Personal Consumption Expenditure - Prices Index (YoY)","","1.900  %","1.900  %","2"
"Canada","20120430 12:30:00","Gross Domestic Product (MoM)","","","0.100  %","2"
"Canada","20120430 12:30:00","Industrial Product Price (MoM)","","0.000  %","0.200  %","1"
"Canada","20120430 12:30:00","Raw Material Price Index","","0.200  %","-0.500  %","1"
"United States","20120430 12:30:00","Personal Consumption Expenditure - Price Index (YoY)","","2.200  %","2.300  %","2"
"United States","20120430 12:30:00","Personal Consumption Expenditures - Price Index (MoM)","","0.300  %","0.300  %","1"
"United States","20120430 12:30:00","Personal Income (MoM)","","0.300  %","0.200  %","2"
"Chile","20120430 13:00:00","Unemployment rate","","","","1"
"Colombia","20120430 17:00:00","National Jobless Rate","","","11.900  %","1"
"Colombia","20120430 18:00:00","Interest rate","","","5.250  %","1"
"Mexico","20120430 19:30:00","Fiscal Balance, pesos","",""," -27.900 ","1"
"Korea Republic of","20120430 21:00:00","FX Reserves","",""," 315.800 ","1"
"Korea Republic of","20120430 23:00:00","Consumer Price Index Growth","","","-0.100  %","1"
"Korea Republic of","20120430 23:00:00","Consumer Price Index Growth (YoY)","","","2.600  %","1"
"Australia","20120430 23:30:00","AiG Performance of Mfg Index","",""," 49.500 ","2"
"country","date","name","actual","consensus","previous","volatility"
"Korea Republic of","20120501 00:00:00","Export Price Growth (YoY)","","","2.100  %","1"
"Korea Republic of","20120501 00:00:00","Import Growth (YoY)","","","3.500  %","1"
"Germany","20120501 n/a:00","Labour Day","","","","0"
"Colombia","20120501 n/a:00","Labour Day","","","","0"
"Korea Republic of","20120501 00:00:00","Trade Balance","","","$ 2.500 ","1"
"China","20120501 01:00:00","NBS Manufacturing PMI",""," 53.600 "," 53.100 ","2"
"Australia","20120501 01:30:00","House Price Index (QoQ)","","-0.500  %","-1.000  %","2"
"Australia","20120501 01:30:00","House Price Index (YoY)","","-3.900  %","-4.800  %","2"
"Australia","20120501 04:30:00","RBA Interest Rate Decision","","4.000  %","4.250  %","3"
"Australia","20120501 05:30:00","RBA Commodity Index SDR (YoY)","","","2.700  %","1"
"India","20120501 06:30:00","Trade Deficit Government","","","$ 15.200 ","1"
"Denmark","20120501 07:00:00","Retail Sales (YoY)","","","-0.500  %","1"
"United Kingdom","20120501 08:28:00","Purchasing Manager Index Manufacturing",""," 51.500 "," 52.100 ","2"
"United States","20120501 14:00:00","Construction Spending (MoM)","","0.500  %","-1.100  %","2"
"United States","20120501 14:00:00","ISM Manufacturing",""," 53.000 "," 53.400 ","2"
"United States","20120501 14:00:00","ISM Prices Paid",""," 59.000 "," 61.000 ","2"
